STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,MDSF,MDSF_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT11,WT11_ATTRIBUTES
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/5/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",78,",,0",48,",,0",61,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/6/09,,,,,,,0,"P,,0",0,"P,,0",0,"P,,0",,,,,,,,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/7/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",82,",,0",66,",,0",70,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/8/09,,,,,,,,,0,"P,,0",0,"P,,0",82,",,0",56,",,0",64,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/9/09,,,0.26,",,0",,,,,0,"P,,0",0,"P,,0",81,",,0",60,",,0",62,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/10/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",81,",,0",60,",,0",70,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/11/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",82,",,0",58,",,0",60,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/12/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",81,",,0",55,",,0",60,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/13/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",79,",,0",51,",,0",53,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/14/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",78,",,0",53,",,0",62,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/15/09,,,,,,,0.5,",,0",0,"P,,0",0,"P,,0",80,",,0",55,",,0",67,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/16/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",81,",,0",55,",,0",55,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/17/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",72,",,0",46,",,0",52,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/18/09,,,,,,,,,0,"P,,0",0,"P,,0",,,,,,,,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/19/09,,,,,,,,,0,"P,,0",0,"P,,0",78,",,0",48,",,0",53,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/20/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",74,",,0",45,",,0",52,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/21/09,,,,,,,0.04,",,0",0,"P,,0",0,"P,,0",76,",,0",51,",,0",68,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/22/09,,,,,,,,,0,"P,,0",0,"P,,0",70,",,0",56,",,0",59,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/23/09,,,,,,,0.31,",,0",0,"P,,0",0,"P,,0",79,",,0",58,",,0",65,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/24/09,,,,,,,,,0,"P,,0",0,"P,,0",75,",,0",54,",,0",59,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/25/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",73,",,0",57,",,0",58,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/26/09,,,,,,,,,0,"P,,0",0,"P,,0",75,",,0",55,",,0",59,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/27/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",75,",,0",54,",,0",55,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/28/09,,,,,,,0.47,",,0",0,"P,,0",0,"P,,0",72,",,0",52,",,0",56,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/29/09,,,,,,,0.56,",,0",0,"P,,0",0,"P,,0",59,",,0",47,",,0",50,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,9/30/09,,,,,,,,,0,"P,,0",0,"P,,0",,,,,,,,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/1/09,,,,,,,0,"P,,0",0,"P,,0",0,"P,,0",57,",,0",33,",,0",,,,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/2/09,,,,,,,0.66,",,0",0,"P,,0",0,"P,,0",62,",,0",33,",,0",50,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/3/09,,,,,,,,,0,"P,,0",0,"P,,0",,,,,,,,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/4/09,,,1.3,",,0",,,,,0,"P,,0",0,"P,,0",59,",,0",45,",,0",55,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/5/09,,,,,,,,,0,"P,,0",0,"P,,0",57,",,0",52,",,0",55,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/6/09,,,,,,,,,0,"P,,0",0,"P,,0",,,,,,,,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/7/09,,,0.34,",,0",,,,,0,"P,,0",0,"P,,0",60,",,0",43,",,0",49,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/8/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",57,",,0",44,",,0",45,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/9/09,,,,,,,,,0,"P,,0",0,"P,,0",,,,,,,,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/10/09,,,0.73,",,0",,,,,0,"P,,0",0,"P,,0",60,",,0",38,",,0",38,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/11/09,,,,,,,0.01,",,0",0,"P,,0",0,"P,,0",56,",,0",36,",,0",37,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/12/09,,,,,,,,,0,"P,,0",0,"P,,0",47,",,0",33,",,0",38,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/13/09,,,,,,,,,0,"P,,0",0,"P,,0",,,,,,,,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/14/09,,,,,,,,,0,"P,,0",0,"P,,0",52,",,0",36,",,0",39,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/15/09,,,0.04,",,0",,,,,0,"P,,0",0,"P,,0",45,",,0",38,",,0",38,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/16/09,,,,,,,,,,,,,46,",,0",36,",,0",39,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/17/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",50,",,0",34,",,0",40,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/18/09,,,,,,,,,,,,,52,",,0",31,",,0",33,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/19/09,,,,,,,,,,,,,57,",,0",33,",,0",43,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/20/09,,,,,,,,,0,"P,,0",0,"P,,0",64,",,0",43,",,0",,,,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/21/09,,,,,,,0,"T,,0",0,"P,,0",0,"P,,0",58,",,0",50,",,0",53,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/22/09,,,,,,,0.06,",,0",0,"P,,0",0,"P,,0",69,",,0",52,",,0",52,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/23/09,,,,,,,1.4,",,0",0,"P,,0",0,"P,,0",69,",,0",42,",,0",45,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/24/09,,,,,,,,,0,"P,,0",0,"P,,0",,,,,,,,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/25/09,,,0.97,",,0",,,,,0,"P,,0",0,"P,,0",68,",,0",40,",,0",42,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/26/09,,,,,,,0.26,",,0",0,"P,,0",0,"P,,0",58,",,0",42,",,0",48,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/27/09,,,,,,,0.21,",,0",0,"P,,0",0,"P,,0",58,",,0",42,",,0",48,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/28/09,,,,,,,0,"T,,0",0,"P,,0",0,"P,,0",55,",,0",48,",,0",50,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/29/09,,,,,,,,,0,"P,,0",0,"P,,0",60,",,0",45,",,0",59,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/30/09,,,2.15,",,0",,,,,0,"P,,0",0,"P,,0",67,",,0",53,",,0",66,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,10/31/09,,,,,,,0.07,",,0",0,"P,,0",0,"P,,0",67,",,0",44,",,0",45,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/1/09,,,,,,,0,"P,,0",0,"P,,0",0,"P,,0",51,",,0",39,",,0",49,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/2/09,,,,,,,0.01,",,0",0,"P,,0",0,"P,,0",51,",,0",39,",,0",45,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/3/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",54,",,0",38,",,0",44,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/4/09,,,,,,,0.07,",,0",0,"P,,0",0,"P,,0",46,",,0",32,",,0",38,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/5/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",50,",,0",31,",,0",45,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/6/09,,,,,,,,,,,,,52,",,0",34,",,0",35,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/8/09,,,,,,,,,,,,,65,",,0",35,",,0",38,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/9/09,,,,,,,0,"P,,0",0,"P,,0",0,"P,,0",,,,,,,,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/10/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",72,",,0",39,",,0",42,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/11/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",57,",,0",30,",,0",34,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/12/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",53,",,0",28,",,0",31,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/13/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",55,",,0",31,",,0",40,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/14/09,,,,,,,0,"P,,0",0,"P,,0",0,"P,,0",,,,,,,,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/15/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",61,",,0",38,",,0",42,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/16/09,,,,,,,0,",,0",0,"P,,0",0,",,0",49,",,0",39,",,0",39,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/17/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",48,",,0",37,",,0",37,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/18/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",51,",,0",37,",,0",40,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/19/09,,,,,,,,,0,"P,,0",0,"T,,0",53,",,0",40,",,0",43,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/20/09,,,,,,,0.16,",,0",0,"P,,0",0,"P,,0",52,",,0",40,",,0",47,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/21/09,,,,,,,,,0,"P,,0",0,"P,,0",50,",,0",39,",,0",40,",,0",,,1,",,0",,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/22/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",51,",,0",32,",,0",40,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/23/09,,,,,,,,,0,"P,,0",0,"P,,0",57,",,0",32,",,0",42,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/24/09,,,,,,,,,0,"P,,0",0,"P,,0",51,",,0",40,",,0",48,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/25/09,,,0.42,",,0",,,,,0,"P,,0",0,"P,,0",50,",,0",44,",,0",45,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/27/09,,,0.59,",,0",,,,,,,,,50,",,0",32,",,0",35,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/28/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",40,",,0",29,",,0",30,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/29/09,,,,,,,0,",,0",0,"P,,0",0,"P,,0",49,",,0",30,",,0",40,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,11/30/09,,,,,,,0.2,",,0",0,"P,,0",0,"P,,0",43,",,0",34,",,0",35,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/1/09,,,,,,,0,",,0",,,0,"P,,0",45,",,0",35,",,0",41,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/2/09,,,,,,,,,,,0,"P,,0",51,",,0",35,",,0",36,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/3/09,,,,,,,0.05,",,0",,,0,"P,,0",48,",,0",34,",,0",35,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/4/09,,,,,,,,,1,",,0",1,",,0",38,",,0",28,",,0",28,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/5/09,,,,,,,0.3,",,0",0.3,",,0",0,"P,,0",33,",,0",23,",,0",23,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/6/09,,,,,,,0.25,",,0",0.2,",,0",0,"P,,0",33,",,0",22,",,0",25,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/7/09,,,,,,,,,,,0,"P,,0",46,",,0",25,",,0",28,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/8/09,,,,,,,0.25,",,0",0.2,",,0",0,"P,,0",37,",,0",28,",,0",30,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/9/09,,,,,,,,,2.5,",,0",2,",,0",38,",,0",30,",,0",36,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/10/09,,,,,,,,,3.5,",,0",,,37,",,0",15,",,0",15,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/11/09,,,,,,,1,",,0",1,",,0",4,",,0",21,",,0",13,",,0",19,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/12/09,,,,,,,,,,,,,30,",,0",18,",,0",30,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/13/09,,,,,,,,,,,1,",,0",37,",,0",30,",,0",36,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/14/09,,,,,,,,,,,,,38,",,0",33,",,0",35,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/15/09,,,,,,,,,,,,,39,",,0",30,",,0",30,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/16/09,,,,,,,0,"T,,0",,,0,"P,,0",32,",,0",18,",,0",18,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/17/09,,,,,,,,,,,0,"P,,0",,,,,,,,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/18/09,,,,,,,,,,,0,"P,,0",31,",,0",17,",,0",30,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/19/09,,,,,,,,,1.5,",,0",,,34,",,0",29,",,0",29,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/20/09,,,,,,,,,,,1,",,0",33,",,0",21,",,0",25,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/21/09,,,,,,,0,"T,,0",,,,,32,",,0",25,",,0",28,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/23/09,,,,,,,,,,,,,35,",,0",20,",,0",20,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/25/09,,,,,,,,,,,,,42,",,0",19,",,0",40,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/27/09,,,,,,,,,6,",,0",7,",,0",42,",,0",21,",,0",22,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/29/09,,,,,,,4.5,",O,0",4.5,",,0",7,",,0",34,",,0",20,",,0",20,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/30/09,,,,,,,,,,,,,30,",,0",18,",,0",22,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,12/31/09,,,,,,,0.25,",,0",0.2,",,0",4,",,0",35,",,0",21,",,0",34,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/1/10,,,,,,,,,6,",,0",6,",,0",36,",,0",21,",,0",22,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/2/10,,,,,,,,,1.5,",,0",,,35,",,0",15,",,0",15,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/3/10,,,,,,,,,,,,,20,",,0",4,",,0",5,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/4/10,,,,,,,0,"T,,0",,,,,26,",,0",5,",,0",26,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/5/10,,,,,,,,,,,6,",,0",30,",,0",24,",,0",27,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/6/10,,,0.5,",,0",,,,,,,,,32,",,0",27,",,0",30,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/7/10,,,,,,,,,1,",,0",6,",,0",34,",,0",20,",,0",20,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/9/10,,,,,,,,,,,,,26,",,0",6,",,0",9,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/10/10,,,,,,,,,,,,,26,",,0",9,",,0",21,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/11/10,,,,,,,0,"T,,0",,,,,26,",,0",14,",,0",22,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/12/10,,,,,,,,,0.1,",,0",,,31,",,0",2,",,0",13,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/13/10,,,,,,,0,",,0",,,,,34,",,0",12,",,0",26,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/14/10,,,,,,,,,,,,,37,",,0",26,",,0",35,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/15/10,,,,,,,0,",,0",,,,,41,",,0",32,",,0",32,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/16/10,,,,,,,,,,,,,37,",,0",29,",,0",31,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/17/10,,,,,,,,,,,5,",,0",32,",,0",25,",,0",25,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/18/10,,,,,,,,,,,,,34,",,0",25,",,0",32,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/19/10,,,,,,,,,,,4,",,0",35,",,0",31,",,0",31,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/21/10,,,,,,,,,,,4,",,0",37,",,0",19,",,0",20,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/22/10,,,,,,,0,",,0",0,",,0",,,33,",,0",20,",,0",28,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/23/10,,,,,,,,,,,,,37,",,0",26,",,0",33,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/25/10,,,,,,,,,,,,,50,",,0",32,",,0",32,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/26/10,,,,,,,,,1,",,0",1,",,0",34,",,0",26,",,0",29,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/27/10,,,,,,,,,1,",,0",,,32,",,0",17,",,0",20,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/28/10,,,,,,,,,0.5,",,0",2,",,0",27,",,0",11,",,0",14,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/29/10,,,,,,,,,1,",,0",,,15,",,0",10,",,0",10,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/30/10,,,,,,,,,,,1,",,0",20,",,0",4,",,0",8,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/31/10,,,,,,,0,",,0",0,",,0",,,23,",,0",8,",,0",23,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/1/10,,,,,,,0,",,0",0,",,0",,,28,",,0",19,",,0",22,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/4/10,,,,,,,,,1.5,",,0",4,",,0",32,",,0",11,",,0",20,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/5/10,,,,,,,,,,,,,33,",,0",17,",,0",29,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/6/10,,,,,,,,,,,,,36,",,0",11,",,0",19,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/7/10,,,,,,,,,,,,,28,",,0",10,",,0",24,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/8/10,,,,,,,,,,,,,30,",,0",14,",,0",24,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/9/10,,,,,,,,,0,"T,,0",,,34,",,0",22,",,0",24,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/10/10,,,,,,,,,,,8,",,0",30,",,0",20,",,0",21,",,0",,,,,,,,,,,,,,
